ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
HELG,8622,Financial Services,148,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,,81.5,81.5,75.66423,0.06564417,0,,82,,2338,,81.5,76.79412,5.35,81.5,,2338,,,,2.7,1588636800,0.677906,,,81,2,NOK,9.214245,3088,,,,1700179712,,,6414,2.6606882,81,82,,203100,3088,90,7.897287,,3.83,60,81.5,False,0.033099998,67000,82,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,19.59,,0.40219003,,0.0061728954,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,186000000,8.845,,,0.4751743,0.56207,1640908800,1585612800,,,11769198,12518178816,,1270512000,2:1,,,-0.676,,,,,,,,https://logo.clearbit.com/hsb.no,47 75 12 82 02,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,,
ICE,0484,Communication Services,229,"Ice Group ASA provides telecommunications services in Norway, Sweden, and Denmark. The company offers wireless data, voice, messaging, mobile broadband, telephony, and other related services. It provides its services primarily under the ice and Net1 brands. The company was formerly known as AINMT AS and changed its name to Ice Group ASA in August 2017. Ice Group AS was founded in 2015 and is based in Oslo, Norway.",Oslo,47 21 00 00 00,Norway,[],http://www.icegroup.com,1,Nydalsveien 18B,Telecom Services,,14.8,14.8,15.728103,,0,,15,,8476,,14.8,14.689706,,14.8,,8476,,,,,,0.158139,,,14.55,2,NOK,,7768,,,,2934647808,,,28141,1.5134852,14.55,14.95,,,7768,24.945,,,,12.5,14.6,False,,,15,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.457,,-0.65859,-45.007,-0.40776306,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,,,0.87522006,1640908800,1585612800,,,33018461,8641268736,,,,,,,,,,,,,,https://logo.clearbit.com/icegroup.com,,,,,76879d77-1bde-3635-83bd-241b93e2cfc7,,
INSR,0667,Financial Services,,"Insr Insurance Group ASA, a non-life insurance company, focuses on property and casualty insurance for the retail, and small and medium sized enterprises in Norway. It serves customers through insurance agents and partners. The company was formerly known as Vardia Insurance Group ASA and changed its name to Insr Insurance Group ASA in October 2016. Insr Insurance Group ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 91 34 15,Norway,[],http://www.insr.io,1,Ostensjoveien 43,Insurance—Property & Casualty,,2.33,2.33,4.131825,,0,,2.34,,164439,,2.33,2.8032353,,2.33,,164439,,,,,,0.468023,,,2.3,4,NOK,,39661,,,,346710784,,,222727,0.4482485,2.3,2.34,,0,39661,9.38,3.5454543,,,2.3,2.31,False,,0,2.34,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.623,,-0.06197,,-0.7080201,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.9435483,0.05116,1640908800,1585612800,,,125527082,-481996896,,1476835200,1:10,,,,,,,,,,,https://logo.clearbit.com/insr.io,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0,,
IFISH-ME,170,Consumer Defensive,37,"Ice Fish Farm AS operates as a fish farm in Iceland. The company engages in the farming, processing, and distribution of salmon fishes; and harvesting, processing, and packaging of line caught cod and haddock fishes. In addition, it operates smolt stations. The company sells its products through distributors, as well as retailers, suppliers, and supermarkets. It also exports its products. The company was incorporated in 2020 and is based in Seltjarnarnes, Iceland. Ice Fish Farm AS is a subsidiary of NTS ASA.",Seltjarnarnes,354 896 0426,Iceland,[],http://www.icefishfarm.is,1,Nesbala 122,Farm Products,,33.5,34.995,,,0,,34.995,,,,33.5,,,34.995,,,,,,,,,,,34.98,2,NOK,2332,632,,,,1888919936,,,,56.697044,34.98,33.995,,,632,34.995,,,,34.98,33.35,False,,,34.995,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,54.298,,0.024500001,485.688,,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,75.06438,,1640908800,,,,10814580,1808999936,,,,,,,,,,,,,,https://logo.clearbit.com/icefishfarm.is,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f,,
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",Fosnavag,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Marine Shipping,,2.68,2.77,2.6573358,,0,,2.97,,48279,,2.68,2.517647,,2.77,,48279,,,,,1210809600,1.374418,,,2.62,4,NOK,,99715,,,,65384824,,,25221,0.08483338,2.62,2.8,,270700,99715,4.3,-1.375,,,1.5,2.75,False,,200000,2.97,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.847,,-0.59742,18.162,-0.25348186,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4506237440,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,47 70 08 09 01,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,,
INFRNT,0250,Technology,525,"Infront ASA provides market data and trading solutions for financial professionals primarily in Europe. The company operates Infront Solutions and Terminal; Vwd Group; and News and Other segments. Its Infront terminal products, which offer real-time market data, trading, news, and analytics for financial market participants. The company also provides data and feed, portfolio management and advisory, and regulatory compliance, as well as publication and distribution solutions. Infront ASA was founded in 1998 and is headquartered in Oslo, Norway.",Oslo,47 23 31 00 30,Norway,[],http://www.infrontfinance.com,1,Munkedamsveien 45,Software—Application,,21,20.9,20.071898,0.02142857,0,,20.9,,15880,,21,20.492647,0.45,20.9,,15880,,,,,1557705600,0.730353,,,20.1,2,NOK,32.861637,5119,,,,907590848,,,12912,,20.1,21.3,,0,5119,27.8,18.495575,,,14,20.7,False,,0,20.9,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14046,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.6958442,0.33511,1640908800,1585612800,,,28877450,911933184,,,,,,,,,,,,,,https://logo.clearbit.com/infrontfinance.com,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850,,
HEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLNG,HM 12,Energy,175,"HÃ¶egh LNG Holdings Ltd., together with its subsidiaries, provides floating energy solutions worldwide. The company operates through four segments: HMLP, Operations, Business Development, and Project Execution. It owns and operates floating LNG import terminals, floating storage and regasification units (FSRUs), and LNG carriers (LNGCs). The company also acquires FSRUs, LNGCs, and other LNG infrastructure assets under long-term charters. As of December 31, 2019, it operated a fleet of two LNG transportation vessels, and ten floating storage and regasification units. The company is also involved in the commercial management and bareboat hiring; and business development and project execution activities. In addition, it owns ships. The company is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.hoeghlng.com,1,Canon's Court,Oil & Gas Midstream,22 Victoria Street,10.8,11.16,14.585621,0.009259259,,,11.7,,66699,,10.8,11.739411,0.1,11.16,,66699,,,,,1583366400,1.505813,,,11.16,2,NOK,,64985,,,,889090112,,,196323,2.625907,11.16,11.66,,246100,64985,38.8,25.911112,,3.94,8.12,11.5,False,,28200,11.7,OSL,HOEGH LNG HOLDINGS,Hoegh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.402,,-0.108789995,15.403,-0.6874095,,0.45,,76251296,,,4.049,,,,1577750400,0.30419,-36836000,-0.478,,,2.8797235,0.49327,1640908800,1585612800,,,35912672,2844912384,,,,,,,,,,,,,,https://logo.clearbit.com/hoeghlng.com,,,,,4f4b7614-8784-3a33-89c1-234ba734a35b,,
GSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEX,0191,Technology,100,"IDEX Biometrics ASA engages in the design, development, and sale of fingerprint identification and authentication solutions in Europe, the Middle East, Africa, the Americas, and Asia. The company offers IDEX Biometrics for the biometrics smart card market, including biometric fingerprint sensors for use in dual interface, contactless only, and contact only smart cards; biometric fingerprint modules for contact based smart cards; and on-card enrollment solutions for remote in-person enrollment. It primarily serves biometric payment card market, as well as offers its products and solutions for other markets, including access control, identification, healthcare, and the Internet of Things. The company was formerly known as Idex ASA and changed its name to IDEX Biometrics ASA in May 2019. IDEX Biometrics ASA was founded in 1996 and is headquartered in Oslo, Norway.",Oslo,47 67 83 91 19,Norway,[],http://www.idexbiometrics.com,1,Dronning Eufemias gate 16,Software—Application,,1.61,1.61,1.2521752,,0,,1.694,,4263995,,1.61,1.4708823,,1.61,,4263995,,,,,,2.883139,,,1.59,4,NOK,,2545870,,,,1297926528,,,5810899,4358.1343,1.59,1.656,,5500,2545870,2.53,-6.133333,,,0.2905,1.648,False,,123000,1.694,OSL,IDEX BIOMETRICS,IDEX Biometrics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IDEX.OL,finmb_20344818,no_market,,4215.026,,0,-50.697,-0.004944384,,-0.27,,783772032,,,0.014,,,,1577750400,0.3387,-25845128,-0.041,,,118.28571,0.30587,1640908800,1585612800,,,528912347,1255306496,,1268179200,1:3,,,,,,,,,,,https://logo.clearbit.com/idexbiometrics.com,,,,,b18310f5-8716-396e-afd5-d9b05fd70b6c,,
HSPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUCT-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPK-ME,N1 7GU,Energy,,"J.P. Kenny Petroleum Limited operates as an oil and gas exploration and production company in South America. It primarily focuses on acquiring oil and gas development and/or production assets with exploration upside in Colombia. The company is based in London, the United Kingdom.",London,44 4741 608 667,United Kingdom,[],http://www.jpkpetroleum.com,1,20-22 Wenlock Road,Oil & Gas E&P,,6.1,6.1,6.0846715,,0,,6.1,,0,,6.1,6.1,,6.1,,0,,,,,,-0.021819,,,6.1,2,NOK,,0,,,,70544672,,,0,352.72336,6.1,0,,,0,6.1,,,,6,0,False,,,6.1,OSL,J.P. KENNY PETROLE,J.P. Kenny Petroleum Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JPK-ME.OL,finmb_537791671,no_market,,355.387,,-2.75132,,,,,,11563700,,,-0.193,,,,1577750400,,-550263,-0.048,,,,,1640908800,1577750400,,,2182727,71077432,,,,,,,,,,,,,,https://logo.clearbit.com/jpkpetroleum.com,,,,,02aa7eef-b129-3983-accc-fef340dc5837,,
IOX,0251,Energy,52,"Interoil Exploration and Production ASA, together with its subsidiaries, operates as an upstream oil exploration and production company in Columbia and Norway. The company acquires, explores for, develops, and operates oil and natural gas properties. Its portfolio includes production licenses, such as Puli C and Altair; and exploration license, LLA 47. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 67 51 86 50,Norway,[],http://www.interoil.no,1,Ruselokkveien 14,Oil & Gas E&P,,2.27,2.26,1.8211898,,0,,2.47,,1901975,,2.27,1.7855883,,2.26,,1901975,,,,,,2.71279,,,2.175,4,NOK,,1976113,,,,376288032,,,531804,22.52817,2.175,2.435,,712800,1976113,4.28,239.5,,,0.941,2.395,False,,765000,2.47,OSL,INTEROIL ASA,Interoil Exploration and Production ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IOX.OL,finmb_24067242,no_market,,13.321,,-0.4113,44.608,,,0.01,,157114000,,,0.086,,,,1577750400,0.03111,-6870000,-0.077,,,27.848837,0.38823003,1640908800,1585612800,,,67509771,222504992,,1436140800,1:10,,,,,,,,,,,https://logo.clearbit.com/interoil.no,47 67 51 86 60,,,,b3ab5037-cbc8-3ee8-867c-47f0893b4b0b,,
ITE,0422,Technology,527,"Itera ASA, together with its subsidiaries, designs, develops, and operates digital solutions for companies and organizations in Norway, Sweden, Denmark, Slovakia, and Ukraine. It delivers projects and services in the consulting and strategy, design and development, and operations and management areas. The company also provides strategic advisory, design and development, and managed cloud services, as well as hosting and operations, and infrastructure services. It primarily serves clients in insurance, banking and finance, high tech, energy, media, and public sectors. Itera ASA was founded in 1989 and is headquartered in Oslo, Norway.",Oslo,47 23 00 76 50,Norway,[],http://www.itera.no,1,Nydalsveien 28,Information Technology Services,PO Box 4814 Nydalen,11.4,11.5,10.540438,0.01754386,0.9322,,11.75,,2811,,11.4,11.538236,0.2,11.5,,2811,,,,0.2,1590451200,0.706395,,,11.5,2,NOK,19.915255,5535,,,,950784128,,,15040,1.6409438,11.5,11.75,,3700000,5535,12.85,23.5,,,7.02,11.5,False,0.0175,200000,11.75,OSL,ITERA ASA,Itera ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ITE.OL,finmb_884092,no_market,,1.606,,0.08371,12.222,0.5,,0.5,,80917800,,,0.813,,,,1577750400,0.029579999,48504000,0.59,,,14.452644,0.64986,1640908800,1585612800,,,10399171,930382848,,953251200,7:1,,,0.708,,,,,,,,https://logo.clearbit.com/itera.no,,,,,9cfa81e6-8224-3dfd-959e-3ebf8ad706fc,,
JAEREN,4349,Financial Services,,"JÃ¦ren Sparebank provides various financial products and services in Norway. It offers accounts; bank guarantees, construction loans, overdrafts, leasing services, and corporate loans; payment and cards services; and savings and pension products. The company also provides liability, health, personal, occupational injuries, travel, accident, business, shop, property, craft, commercial, landlord, and vehicle insurance products, as well as insurance for farm building agriculture, and operating tools and crops. It serves construction, property, trade and services, and agriculture industries. The company is headquartered in Bryne, Norway.",Bryne,47 91 50 32 90,Norway,[],http://www.jaerensparebank.no,1,Jernbanegata 6,Banks—Regional,PO Box 325,162,165,152.61314,0.061728396,0.5137,,165,,151,,162,157.23529,10,165,,151,,,,7.5,1585699200,0.321511,,,165,2,NOK,11.423429,75,,,,813850944,,,64,2.3911755,165,165,,50000,75,172,11.752137,,4.39,129,161,False,0.0463,50000,165,OSL,JAEREN SPAREBANK,Jaren Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,JAEREN.OL,finmb_32370960,no_market,,11.422,,0.41056,,0.21804512,,14.04,,4932430,,,354.106,,,,1577750400,0.04163,73434000,14.444,,,0.46596217,0.85025,1640908800,1585612800,,,1051335,3887531008,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/jaerensparebank.no,,,,,f3fcf386-bd9d-32a1-8ee9-4d73bac05abf,,
JIN,,Industrials,466,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities worldwide. The company provides ship management and shipping agent services. It is also involved in property investment and money lending activities. As of December 31, 2019, it owned a fleet of eighteen vessels. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited is a subsidiary of Jinhui Holdings Company Limited.",Hong Kong,852 2545 0951,Hong Kong,[],http://www.jinhuiship.com/jst,1,Yardley Commercial Building,Marine Shipping,26th Floor 1-6 Connaught Road West,3.5,3.5,3.9563138,0.0065714284,0.561,,3.63,,48332,,3.5,3.6420588,0.023,3.5,,48332,,,,,1557964800,0.68372,,,3.5,4,NOK,,2800,,,,396610176,,,97594,6.653528,3.5,3.6,,756300,2800,8.3,17.285715,,,2.6,3.51,False,,100000,3.63,OSL,JINHUI SHIPPING,Jinhui Shipping and Transportation Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JIN.OL,finmb_880016,no_market,,7.235,,-0.26575002,49.723,,,0.21,,109259000,,,2.146,,,,1577750400,0.00402,-15841000,-0.145,,,1.6915193,0.50099,1640908800,1585612800,,,41663713,431300288,,,,,,,,,,,,,,https://logo.clearbit.com/jinhuiship.com,852 2541 9794,,,,a4afe6c5-e40a-33e9-82c1-a4f9acff8b8d,,
KID,3426,Consumer Cyclical,1033,"Kid ASA, together with its subsidiaries, operates as a home textile retailer in Norway. It designs, sources, markets, and sells a range of home and interior products, including textiles, curtains, bed linens, and other interior products. The company provides its products under the Kid, Dekosol, and Nordun brands. As of December 31, 2019, it operated 144 stores, as well as an online sales platform. Kid ASA also offers logistics services. The company was formerly known as Nordisk Tekstil Holding AS. Kid ASA was founded in 1937 and is headquartered in Lier, Norway.",Lier,47 94 02 60 00,Norway,[],http://www.kid.no,1,Gilhusveien 1,Specialty Retail,Gullaug,74.6,74.6,59.523357,0.032171585,0.65569997,,74.6,,31263,,74.6,75.617645,2.4,74.6,,31263,,,,2.4,1591228800,0.895989,,,73.2,2,NOK,15.182601,17205,,,,3007744768,,,73246,1.1784887,73.2,74.2,,87700,17205,82,19.628647,,,32,73.8,False,0.0317,61200,74.6,OSL,KID ASA,Kid ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KID.OL,finmb_312903943,no_market,,1.726,,0.07762,13.308,0.6689037,,3.77,,40645200,,,28.489,,,,1577750400,0.30815,198096000,4.874,,,2.5974936,0.48324,1640908800,1585612800,,,26878239,4405910016,,,,,,,,,,,,,,https://logo.clearbit.com/kid.no,,,,,31cdbfc7-e13b-3cd8-a710-58e1dc0d832b,,
KIT,1396,Industrials,1832,"Kitron ASA, an electronics manufacturing services company, together with its subsidiaries, develops, industrializes, and manufactures electronics for the energy/telecoms, defense/aerospace, offshore/marine, medical device, and industry sectors. It manufactures electronics that are embedded in the customers' products; and box-built electronic products. The company's services include development services, such as product development, product management, re-engineering, and value analysis/value engineering; and industrialization services, including prototype manufacturing, evaluation of new products, component engineering and database, test development, design and build of high level assembly lines, and environmental durability testing. Its services also comprise sourcing and logistics services; manufacturing, assembling, and testing of electronic products for the professional market; and maintenance, repair, and refurbishment programs. The company provides its products and services in Norway, Sweden, Lithuania, Germany, Poland, China, the United States, and internationally. Kitron ASA is headquartered in Billingstad, Norway.",Billingstad,47 66 10 00 00,Norway,[],http://www.kitron.com,1,Olav Brunborgs vei 4,Electrical Equipment & Parts,,15.1,15.1,11.060073,0.026490066,0,,15.22,,209474,,15.1,13.332941,0.4,15.1,,209474,,,,,1587686400,1.18372,,,14.96,2,NOK,16.473166,59854,,,,2693724160,,,337019,0.75990564,14.96,15.04,,1278700,59854,15.52,19.789474,,,6.73,15,False,,400000,15.22,OSL,KITRON ASA,Kitron ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KIT.OL,finmb_1163982,no_market,,0.977,,0.04621,9.812,0.57949793,,0.76,,179104000,,,5.106,,,,1577750400,0.35568002,163816000,0.913,,,2.9455543,0.12893,1640908800,1593475200,,,169996049,3463311104,,,,,,0.77,,,,,,,,https://logo.clearbit.com/kitron.com,,,,,9a32909f-320e-3f22-85e8-e73abc2485aa,,
