ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,40.5,40.6,36.922302,0.04098765,0.59290004,,40.6,,49750,,40.5,41.032352,1.66,40.6,49750,,,,1.66,1591833600,0.458083,,,40.3,2,NOK,14.454805,10821,,,,2740931840,,,32880,0.9480988,40.3,40.5,,0,10821,43.7,12.065868,,,27.1,40.3,False,0.04,0,40.6,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ARCUS.OL,,,finmb_245559265,a50437d1-bec9-3efb-a7fb-c397f67e33e1,no_market,,1.425,,0.06953,11.896,0.11263728,,3.34,,68013200,,,25.369,,,,1577750400,0.79032,201020992,2.788,,,1.588553,0.15168999,1640908800,1593475200,,,26168738,4118761472,,,,,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,Postbox 64,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,47 77 64 89 01,Biotechnology,66.8,67.6,,,0,,69.4,,,,66.8,,,67.6,,,,,,,1.34727,,,67.2,2,NOK,81.87274,183129,,,,3296426496,,,,25.365908,67.2,68.2,,,183129,69.4,,,,67.2,68.2,False,,,69.4,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,AZT.OL,,,finmb_13529463,f653d689-5ab6-3b70-8909-46de02bfd311,no_market,,24.54,,0.30978,76.625,,,,,48334700,,,1.73,,,,1577750400,0.0896,40258000,0.833,,,39.421963,0.3134,1640908800,1593475200,,,31030377,3189134080,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,PO Box 6463,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,6.1,7,6.8013043,,0,,7,,2331,,6.1,6.4282355,,7,2331,,,,,,1.404761,,,6.2,2,NOK,,10116,,,,20504268,,,1461,,6.2,6.98,,0,10116,9.9,,,,5.05,6.2,False,,0,7,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,,EQUITY,ATLA-NOK.OL,,,finmb_23704038,e878d28a-8567-302a-8aee-ad471ce9066f,no_market,,,,0,,-0.26060605,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,,,0,1640908800,1585612800,,,3510194,25958978,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,PO Box 1228,
ASETEK,9220,Technology,100,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,88.4,88,48.944347,0.0013122171,0,,88.9,,108414,,88.4,68.50883,0.116,88,108414,,,,,1493164800,0.747386,,,87.9,2,NOK,,6912,,,,2233990144,,,68857,45.29307,87.9,88.8,,262100,6912,90,294.33334,,,18.02,88.3,False,,89800,88.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,,EQUITY,ASETEK.OL,,,finmb_25262375,2fe1a9a0-d5f6-3926-928e-d278d88e3578,no_market,,44.864,,-0.01904,952.581,3.677249,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,,57.863697,0.00846,1640908800,1593475200,,,21434145,2212845056,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,Aalborg East,
AFK,4841,Utilities,2100,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,,Utilities—Renewable,3100,3100,2651.9565,0.018064516,,,3140,,111,,3100,2897.647,56,3100,111,,,,70,1598227200,0.299651,,,3100,2,NOK,,1209,,,,6802577920,,,78,1.584557,3100,3100,,2000,1209,3180,,,,2100,3060,False,0.0232,1500,3140,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,AFK.OL,,,finmb_9245759,a000b8fd-2894-3e82-8710-1dbe485e77e2,no_market,,1.492,,-0.00261,20.052,0.23505974,,,,2194380,,,1326.569,,,,1577750400,0.012560001,-34194000,-5.33,,,2.3368554,0.86077005,1640908800,1593475200,,,298019,6405584384,,1524787200,5:1,,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,
ALNG,0250,Industrials,8,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,47 22 01 43 70,Integrated Freight & Logistics,1.1,1.06,1.3111231,,0,,1.125,,84600,,1.1,1.1829412,,1.06,84600,,,,,,1.07317,,,1.06,4,NOK,,26500,,,,141164688,,,220215,3.3803804,1.06,1.12,,500000,26500,4.17,9.681819,,,0.872,1.065,False,,52300,1.125,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ALNG.OL,,,finmb_133244355,1649d513-1051-38d1-96bd-ee79a210b198,no_market,,9.216,,-0.053039998,19.845,-0.6583851,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,,1.2831327,0.63137,1640908800,1585612800,,,26517675,384868928,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,Aker Brygge,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,,Real Estate Services,30.8,30.8,29.307247,,0,,30.8,,0,,30.8,30.011765,,30.8,0,,,,,1548374400,0.824786,,,30.8,2,NOK,,400,,,,205368544,,,215,3.7617133,30.8,0,,,400,35,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,,EQUITY,BALT-ME.OL,,,finmb_543966145,e78e28b3-dce8-39d5-8684-2d3d8222a37f,no_market,,9.072,,-0.74741995,12.872,-0.06666666,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,,1.1298605,,1640908800,1577750400,,,3992889,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,
BEL,0216,Industrials,460,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1,Lilleakerveien 4,47 23 50 08 82,Marine Shipping,6.35,6.3,6.2007246,0.00094488193,,,6.3,,48136,,6.35,6.5632353,0.006,6.3,48136,,,,0.05,1569456000,0.719512,,,6.3,2,NOK,,230,,,,1434050176,,,22889,10.795075,6.3,6.4,,1650000,230,7.85,78.75001,,,5,6.25,False,0.0078,1700000,6.3,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,BEL.OL,,,finmb_878059,6a555d30-880c-3b0e-aa23-3360597ee0f9,no_market,,12.802,,-0.09283,110.573,-0.059259295,,0.08,,227627008,,,0.657,,,,1577750400,0.0864,-12332000,-0.056,,,9.589042,0.81391,1640908800,1593475200,,,50271512,1700611968,,,,,,,,,,,,,,https://logo.clearbit.com/belships.com,Box 23 Lilleaker,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,47 63 85 44 41,Banks—Regional,197,197,188.06522,0.055837564,0.33580002,,197,,729,,197,193.41176,11,197,729,,,,11,1582761600,0.047038,,,196,2,NOK,19.076208,504,,,,633193472,,,468,2.6387568,196,197,,37700,504,206,14.04134,,5.49,168,196,False,0.0558,22000,197,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,,EQUITY,AURG.OL,,,finmb_11340276,5f6730cb-616d-39aa-bbf4-4d4c297c91ce,no_market,,13.896,,0.45536998,,,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,,0.4894106,0.26146,1640908800,1585612800,,,2172271,3334404352,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,,Software—Application,2.37,2.36,2.6149285,,0,,2.375,,108104,,2.37,2.6153677,,2.36,108104,,,,,,,,,2.36,4,NOK,,2686,,,,252246368,,,738719,,2.36,2.4,,,2686,3.6005,,,,2.15,2.375,False,,,2.375,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,,EQUITY,AYFIE-ME.OL,,,finmb_420322075,d7969c7c-f64b-30bd-9cf0-bc416a0faf00,no_market,,,,0,,Infinity,,,,106209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,,Oil & Gas Integrated,22.68,22.64,22.881811,0.013227514,0.1991,,22.7,,1001510,,22.68,20.114706,0.3,22.64,1001510,,,,2.86,1583884800,1.839721,,,21.42,2,NOK,15.796461,763902,,,,1364454016,,,832283,4.6918926,21.42,21.46,,66000,763902,58.4,66.9375,,,16.24,21.4,False,0.14050001,90400,22.7,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,,EQUITY,AVANCE.OL,,,finmb_116150043,bb462ea3-d30e-3f86-97a5-6c25adfd83ab,no_market,,6.33,,0.29652,12.066,-0.27191007,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,,3.4665804,0.36513,1640908800,1585612800,,,44520567,1840926976,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,14 Par-la-Ville Road PO Box HM 1593,
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,,Oil & Gas Drilling,2.38,2.4,2.189623,,0,,2.4,,288800,,2.38,2.275294,,2.4,288800,,,,,,2.885598,,,2.265,4,NOK,,127000,,,,345696768,,,460406,0.44308737,2.265,2.32,,100400,127000,4.65,38.916668,,,1.1,2.3,False,,503000,2.4,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,,EQUITY,ARCHER.OL,,,finmb_37612323,26846230-8099-3969-9e71-6176681a4c3f,no_market,,1.167,,-0.06473,10.498,-0.44,,0.06,,148050000,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,,3.4237537,0.41856998,1640908800,1593475200,,,105861885,910159680,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,
AWDR,AB32 6FL,Energy,144,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,44 12 2473 7905,Oil & Gas Drilling,2.99,2.99,5.2887683,0,0,,3,,48474,,2.99,3.1961765,0,2.99,48474,,,,,1526947200,1.426829,,,2.94,4,NOK,,2352,,,,160469616,,,108493,6.409043,2.94,3,,43900,2352,18.9,-13.363637,,,2.94,2.94,False,,40300,3,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,,EQUITY,AWDR.OL,,,finmb_84006438,8db0a655-3df0-3b2f-b551-151b92568fe9,no_market,,5.853,,-1.67258,-19.865,-0.8329609,,-0.22,,54581500,,,4.341,,,,1577750400,0.37112,-41878000,-0.785,,,0.6772633,0.4371,1640908800,1593475200,,,13938478,146547680,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,Venture Drive Arnhall Business Park,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,,Marine Shipping,0.67,0.652,0.7736087,,0,,0.676,,345342,,0.67,0.83920586,,0.652,345342,,,,,1545264000,,,,0.652,4,NOK,,12306,,,,39645356,,,1340349,0.7175662,0.652,0.674,,,12306,13.8984,,,,0.4,0.652,False,,,0.676,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,AGS.OL,,,finmb_610831375,d342d3f1-7147-312c-a26c-eea8ea08628f,no_market,,0.87,,-0.85348,14.285,-0.93912244,,,,58821000,,,-0.047,,,,1577750400,0.00071000005,-47154720,-1.232,,,,0.08083,1640908800,1593475200,,,24028974,48087008,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,,Farm Products,104,104.5,113.17664,,0,,105,,68775,,104,116.54412,,104.5,68775,,,,,,1.253558,,,104,2,NOK,,8195,,,,7449397248,,,76789,1344.6565,104,105,,,8195,146,,,,68.2,104,False,,,105,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ASA.OL,,,finmb_367799271,9c80dd23-9e18-3418-a00d-c4583441c1b0,no_market,,1367.129,,-2.37401,-676.18,0.08786607,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,,35.68989,0,1640908800,1577750400,,,35767773,7573896704,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,
