ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
HYARD,6090,Industrials,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,47 70 08 45 50,Norway,[],http://www.havyard.com,1,Havyard House,,Aerospace & Defense,1.95,2.05,2.2472992,0.23076922,0,,2.05,,39842,,1.95,2.1286764,0.45,2.05,,39842,,,,,1425254400,0.407084,,,1.955,4,NOK,,8000,,,,48339332,,,33173,0.016567934,1.955,1.985,,100000,8000,7.08,,,,1.3,1.965,False,,299000,2.05,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.305,,-0.07383,-5.274,-0.705438,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,,0.29385242,0.73204005,1609372800,1561852800,,,8351698,889236288,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,693,Holmefjordvegen 1,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
HAFNIA,HM 1189,Industrials,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,,Marine Shipping,16.4,16.88,17.979856,0.00347561,0.1685,,16.88,,108973,,16.4,16.054117,0.057,16.88,,108973,,,,1.6,1590624000,,,,16.24,2,NOK,47.836258,90078,,,,5938598400,,,285158,6.731609,16.24,16.5,,,90078,29.23,,,,14.6,16.24,False,0.0952,,16.88,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.265,,0.13709,25.522,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.2085323,0.66471,1640908800,1585612800,,,114169325,7291518976,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,,4th Floor Suite 400 22 Church Street,,,,003a7a08-8701-3187-95d4-d196d2081dad,
GYL,0164,Communication Services,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,,Publishing,498,600,494.53284,0.02008032,0.4337,,600,,20,,498,485.61765,10,600,,20,,,,7,1593129600,0.171312,,,472,2,NOK,29.247738,144,,,,1088965376,,,45,0.5377875,472,525,,7100,144,600,,,2.01,326,472,False,0.014099999,1300,600,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.596,,0.01839,10.641,0.27692306,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.3228254,0.95658,1640908800,1577750400,,,,1206945280,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
GOD,0663,Industrials,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,,Engineering & Construction,7.1,7.1,6.5443068,0.2112676,0,,7.7,,52038,,7.1,6.8264704,1.5,7.1,,52038,,,,,1398643200,1.193379,,,6.8,2,NOK,805.5556,92893,,,,163955856,,,23257,0.3637377,6.8,7.35,,27800,92893,9,,,,4.72,7.15,False,,66200,7.7,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.431,,0.00045000002,-45.805,0.09230769,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.71414495,0.59415,1640908800,1585612800,,,12468544,194440640,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,,Etterstad PO Box 6578,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
HELG,8622,Financial Services,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,47 75 12 82 02,Banks—Regional,83,81,75.576645,0.064457834,0,,83,,7612,,83,78.70588,5.35,81,,7612,,,,2.7,1588636800,0.688153,,,81,2,NOK,7.010944,4853,,,,1710610176,,,6231,2.3529713,81,83,,203100,4853,90,7.945737,,3.83,60,82,False,0.0325,67000,83,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,17.262,,0.45391998,,0.031055927,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,244000000,11.696,,,0.47808948,0.56207,1640908800,1593475200,,,11769198,12549470208,,1270512000,2:1,,,1.106,,,,,,,,https://logo.clearbit.com/hsb.no,148,,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
HAVI,6099,Industrials,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,47 70 08 09 01,Marine Shipping,3,3.19,2.626387,,0,,3.19,,22073,,3,2.6105883,,3.19,,22073,,,,,1210809600,1.425667,,,3,4,NOK,,2574,,,,74895344,,,26707,0.09717279,3,3.09,,270700,2574,4.3,-1.575,,,1.5,3,False,,200000,3.19,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.856,,-0.59742,18.192,-0.082568824,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4513845760,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,498,,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HIDDN,0254,Technology,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,47 22 12 00 12,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,,Computer Hardware,1.575,1.52,1.5720438,24.126984,0,,1.595,,75939,,1.575,1.5955882,38,1.52,,75939,,,,,1476748800,1.725149,,,1.52,4,NOK,,12206,,,,141606368,,,218929,16.351774,1.52,1.57,,0,12206,4.33748,,,,0.777755,1.55,False,,0,1.595,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.77,,0,-1.384,-0.14387745,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,,,0.84906995,1640908800,1577750400,,,12460309,23991910,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,3,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
ICE,0484,Communication Services,"Ice Group ASA provides telecommunications services in Norway, Sweden, and Denmark. The company offers wireless data, voice, messaging, mobile broadband, telephony, and other related services. It provides its services primarily under the ice and Net1 brands. The company was formerly known as AINMT AS and changed its name to Ice Group ASA in August 2017. Ice Group AS was founded in 2015 and is based in Oslo, Norway.",Oslo,47 21 00 00 00,Norway,[],http://www.icegroup.com,1,Nydalsveien 18B,,Telecom Services,15.4,15.8,15.562408,,0,,15.8,,48907,,15.4,14.779411,,15.8,,48907,,,,,,0.141695,,,15.4,2,NOK,,25387,,,,3146426368,,,29092,1.6227057,15.4,15.7,,,25387,24.75,,,,12.5,15.55,False,,,15.8,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.529,,-0.65859,-45.743,-0.3714286,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,,,0.87522006,1640908800,1585612800,,,33018461,8782615552,,,,,,,,,,,,,,https://logo.clearbit.com/icegroup.com,229,,,,,76879d77-1bde-3635-83bd-241b93e2cfc7,
HUNT,0287,Energy,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,47 95 77 29 47,Norway,[],http://www.huntergroup.no,1,Dronningen 1,,Oil & Gas Equipment & Services,3.275,3.25,3.6685767,,0,,3.35,,853176,,3.275,3.2416177,,3.25,,853176,,,,,,-0.04065,,,3.25,4,NOK,72.82609,822405,,,,1927462528,,,1730756,58.192818,3.25,3.35,,0,822405,6.05,335,,,3,3.335,False,,0,3.35,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,64.169,,0.82691,82.619,-0.033923328,,0.01,,575361984,,,0.388,,,,1577750400,0.15904,27389000,0.046,,,8.63402,0.45485002,1640908800,1585612800,,,291150439,2125410688,,1512691200,1:10,,,34.55,,,,,,,,https://logo.clearbit.com/huntergroup.no,3,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2,
HBC,6005,Healthcare,"Hofseth BioCare ASA, a biotech company, offers value added biomarine ingredients and finished products for the human nutrition, and pet and feed markets in Norway. Its products include OmeGo salmon oil; ProGo, a salmon protein hydrolysate powder used as a fast absorbing protein supplement; and CalGo, a marine calcium powder produced from salmon bones that enhances bone density and bone deposition in older individuals. The company has a research agreement with Stanford University School of Medicine to investigate the gastro-intestinal-protective properties of HBC's salmon protein hydrolysate peptides in children and adults with GI tract disorders. The company was founded in 2000 and is headquartered in Ãlesund, Norway.",Ãlesund,47 73 10 22 00,Norway,[],http://www.hofsethbiocare.no,1,Havnegata 11,,Biotechnology,8.8,8.8,8.293576,,0,,9,,21371,,8.8,8.86,,8.8,,21371,,,,,,0.779326,,,8.66,2,NOK,,9435,,,,2895807232,,,85844,40.43294,8.66,8.8,,,9435,10.95,,,,4.08,8.66,False,,,9,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,41.082,,-1.20715,-48.724,,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,,23.466667,0.52830005,1640908800,1585612800,,,140919308,2942323200,,,,,,,,,,,,,,https://logo.clearbit.com/hofsethbiocare.no,51,,,,,6bd38704-57b8-3fb3-9c4b-d15b5b6fff8e,
IFISH-ME,170,Consumer Defensive,"Ice Fish Farm AS operates as a fish farm in Iceland. The company engages in the farming, processing, and distribution of salmon fishes; and harvesting, processing, and packaging of line caught cod and haddock fishes. In addition, it operates smolt stations. The company sells its products through distributors, as well as retailers, suppliers, and supermarkets. It also exports its products. The company was incorporated in 2020 and is based in Seltjarnarnes, Iceland. Ice Fish Farm AS is a subsidiary of NTS ASA.",Seltjarnarnes,354 896 0426,Iceland,[],http://www.icefishfarm.is,1,Nesbala 122,,Farm Products,33.525,33.995,34.674896,,0,,34.99,,10985,,33.525,34.42353,,33.995,,10985,,,,,,,,,33.505,2,NOK,2266.3333,4298,,,,1835729920,,,24510,55.100513,33.505,34.4,,,4298,42.735,,,,32.1,33.995,False,,,34.99,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,55.101,,0.024500001,492.864,Infinity,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,72.950645,,1640908800,,,,9491040,1835730048,,,,,,,,,,,,,,https://logo.clearbit.com/icefishfarm.is,37,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f,
INSR,0667,Financial Services,"Insr Insurance Group ASA, a non-life insurance company, focuses on property and casualty insurance for the retail, and small and medium sized enterprises in Norway. It serves customers through insurance agents and partners. The company was formerly known as Vardia Insurance Group ASA and changed its name to Insr Insurance Group ASA in October 2016. Insr Insurance Group ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 91 34 15,Norway,[],http://www.insr.io,1,ÃstensjÃ¸veien 43,,Insurance—Property & Casualty,0.94,0.98,3.8658395,,0,,1,,3579401,,0.94,2.412353,,0.98,,3579401,,,,,,0.467479,,,0.574,4,NOK,,11275396,,,,86529528,,,494255,0.111870565,0.574,0.594,,0,11275396,9.1,0.8848484,,,0.574,0.592,False,,0,1,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.958,,-0.06197,,-0.8878282,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.23548387,0.05116,1640908800,1585612800,,,125527082,-740696448,,1476835200,1:10,,,,,,,,,,,https://logo.clearbit.com/insr.io,,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0,
INFRNT,0250,Technology,"Infront ASA provides market data and trading solutions for financial professionals primarily in Europe. The company operates Infront Solutions and Terminal; Vwd Group; and News and Other segments. Its Infront terminal products, which offer real-time market data, trading, news, and analytics for financial market participants. The company also provides data and feed, portfolio management and advisory, and regulatory compliance, as well as publication and distribution solutions. Infront ASA was founded in 1998 and is headquartered in Oslo, Norway.",Oslo,47 23 31 00 30,Norway,[],http://www.infrontfinance.com,1,Munkedamsveien 45,,Software—Application,22,21.8,19.965328,0.020454545,0,,21.8,,16899,,22,20.92794,0.45,21.8,,16899,,,,,1557705600,0.755644,,,21.8,2,NOK,34.27673,568,,,,946673664,,,12208,,21.8,22,,0,568,27.8,19.292034,,,14,21.6,False,,0,21.8,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14046,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.8549953,0.33511,1640908800,1585612800,,,28877450,955358592,,,,,,,,,,,,,,https://logo.clearbit.com/infrontfinance.com,525,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850,
HEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEX,0191,Technology,"IDEX Biometrics ASA engages in the design, development, and sale of fingerprint identification and authentication solutions in Europe, the Middle East, Africa, the Americas, and Asia. The company offers IDEX Biometrics for the biometrics smart card market, including biometric fingerprint sensors for use in dual interface, contactless only, and contact only smart cards; biometric fingerprint modules for contact based smart cards; and on-card enrollment solutions for remote in-person enrollment. It primarily serves biometric payment card market, as well as offers its products and solutions for other markets, including access control, identification, healthcare, and the Internet of Things. The company was formerly known as Idex ASA and changed its name to IDEX Biometrics ASA in May 2019. IDEX Biometrics ASA was founded in 1996 and is headquartered in Oslo, Norway.",Oslo,47 67 83 91 19,Norway,[],http://www.idexbiometrics.com,1,Dronning Eufemias gate 16,,Software—Application,1.6,1.702,1.2923942,,0,,1.78,,3250541,,1.6,1.4992353,,1.702,,3250541,,,,,,2.815331,,,1.68,4,NOK,,7529590,,,,1359060736,,,4993450,3141.2766,1.68,1.748,,5500,7529590,2.53,-6.4222217,,,0.2905,1.738,False,,123000,1.78,OSL,IDEX BIOMETRICS,IDEX Biometrics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IDEX.OL,finmb_20344818,no_market,,2890.571,,0,-48.834,0.076716065,,-0.27,,783772032,,,0.019,,,,1577750400,0.3387,-26832436,-0.04,,,91.26316,0.30587,1640908800,1593475200,,,532126688,1250594048,,1268179200,1:3,,,,,,,,,,,https://logo.clearbit.com/idexbiometrics.com,99,,,,,b18310f5-8716-396e-afd5-d9b05fd70b6c,
