ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
CLOUD-ME,Cloudberry Clean Energy,Utilities,13.0,12.85,13.0,18,,743.08,0.0156,0.0219,0.08789999999999999,,,0273,Utilities,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrÃ¸yas gate 15,Utilities—Renewable,,12.8,12.8,12.795658999999999,,0.0,,13.04,,72965.0,,12.8,12.750706,,12.8,,72965.0,,,,,,,,,12.8,2.0,NOK,19903.0,,,,745258816.0,,,142966.0,270.56842,12.8,13.0,,,19903.0,19.0,,,,10.54,12.85,False,,,13.04,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,119.943,,0.0,-34.749,-0.16002136,,,,57327600.0,,,1.271,,,,1577750400.0,,-13254160.0,-0.687,,0.16381514,10.228167,,1640908800.0,1593475200.0,,,11322887.0,330374304.0,,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,8.0,,,,,,,
COV,ContextVision,Health care,20.49,20.4,20.49,170,LP,1585.26,0.0454,0.0194,-0.0805,0.9702,1.1914,111 22,Healthcare,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,Health Information Services,,19.6,19.6,18.744135,,0.0,,21.495,,115927.0,,19.6,21.605383,,19.6,,115927.0,,,,,1212969600.0,1.1385459999999998,,,19.6,2.0,NOK,83059.0,,,,1585260160.0,,,178877.0,,19.6,20.49,,140000.0,83059.0,30.9,78.80769000000001,,,5.05,20.4,False,,140000.0,21.495,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,EQUITY,COV.OL,finmb_786673,no_market,,,,0.10280999999999998,,1.106952,,0.26,,77367504.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,1.5,0.16381514,25.35891,0.7414,1640908800.0,1593475200.0,,,20426567.0,1516402944.0,,1597795200.0,10:1,,1212969600.0,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,47.0,,,,,,,
CRAYON,Crayon Group Holding,Information technology,117.0,116.6,117.0,491,,9503.97,0.0052,-0.0441,0.2087,1.25,2.2055,0484,Technology,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. The company has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company has a strategic collaboration agreement with Amazon Web Services. Crayon Group Holding ASA is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com/nb-NO,1.0,Sandakerveien 114A,Information Technology Services,,116.4,116.4,73.08394,,0.0,,118.4,,190056.0,,116.4,104.45294,,116.4,,190056.0,,,,,,1.435576,,,115.4,2.0,NOK,91574.0,,,,9496351744.0,,,224273.0,0.55746037,115.4,117.2,,0.0,91574.0,126.0,109.34579,,,29.8,116.6,False,,0.0,118.4,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.503,,0.00024000001,44.501000000000005,2.0175438000000003,,1.07,,81165400.0,,,12.492,,,,1577750400.0,0.21603000000000003,4026000.0,0.051,,0.16381514,9.365994,0.60696,1640908800.0,1593475200.0,,,36282713.0,8560248832.0,,,,,,,1.3090000000000002,,,,,,,,https://logo.clearbit.com/crayon.com,1653.0,,2294.1177,,,,,
DNB,DNB,Financials,136.6,136.6,136.65,1678,,211779.86,0.0059,0.0639,-0.0215,-0.1671,-0.1196,0191,Financial Services,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,Banks—Regional,BjÃ¸rvika,135.8,136.8,129.82153,0.06627393,0.0,,136.95,,1533359.0,,135.8,135.94558999999998,9.0,136.8,,1533359.0,,,,,1588118400.0,0.932881,,,135.15,2.0,NOK,560266.0,,,,211780550656.0,,,1620375.0,4.3363886,135.15,136.65,,246400.0,560266.0,178.1,9.180108,,,94.26,136.6,False,,327700.0,136.95,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNB.OL,finmb_9778651,no_market,,19.64,,0.43046,,-0.1423114,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,9.0,0.16381514,0.8864546999999998,0.42226002,1640908800.0,1593475200.0,,,884833091.0,959174279168.0,,,,,1588118400.0,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,9020.0,,10.878395,,,,,
DNO,DNO,Energy,4.74,4.73,4.74,1283,,4623.55,0.0021,0.058,-0.0265,-0.5903,-0.6252,0250,Energy,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,Oil & Gas E&P,Aker Brygge,4.73,4.69,5.168225,0.009302326,,,4.75,,4267781.0,,4.73,5.0115,0.044000000000000004,4.69,,4267781.0,,,,0.4,1571961600.0,2.283251,,,4.622,4.0,NOK,5489179.0,,,,4850851840.0,,,5251482.0,6.223828299999999,4.622,4.739,,728400.0,5489179.0,13.18,14.333332999999998,,,2.5,4.73,False,0.08140001,162000.0,4.75,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNO.OL,finmb_878127,no_market,,6.736000000000001,,-0.19066,16.483,-0.6142801,,0.33,,975433024.0,,,0.988,,,,1577750400.0,0.14917,-148600000.0,-0.15,0.2,0.16381514,4.787449400000001,0.40448,1640908800.0,1593475200.0,,,536593797.0,5249783808.0,,1150416000.0,4:1,,1571961600.0,,,,,,,,,,https://logo.clearbit.com/dno.no,1318.0,47 23 23 84 81,,,,,,
DOF,DOF,Energy,0.48,0.47,0.48,46,,146.65,-0.0073,-0.0276,-0.1414,-0.6965,-0.6517000000000001,5392,Energy,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.dof.no,1.0,Alfabygget,Oil & Gas Equipment & Services,,0.48,0.4855,0.6250365,,0.0,,0.4855,,309415.0,,0.48,0.54167646,,0.4855,,309415.0,,,,,1242432000.0,2.123152,,,0.4625,4.0,NOK,432530.0,,,,146649072.0,,,566201.0,0.022430265,0.4625,0.475,,4700000.0,432530.0,2.8,0.56058824,,,0.4625,0.4735,False,,1357000.0,0.4855,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DOF.OL,finmb_884333,no_market,,2.822,,-1.0703601,9.423,-0.5555555999999999,,0.85,,307763008.0,,,-2.801,,,,1577750400.0,0.04079,-6998000128.0,-22.151,1.5,0.16381514,,0.57965,1640908800.0,1593475200.0,,,106021200.0,18450726912.0,,1527206400.0,1:10,,1242432000.0,,,,,,,,,,https://logo.clearbit.com/dof.no,3134.0,47 56 18 10 06,,,,,,
EAM,EAM Solar,Utilities,12.55,12.3,12.55,10,,86.0,0.004,0.0287,0.0121,0.0726,-0.3047,0287,Utilities,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1.0,Dronningen 1,Utilities—Renewable,,12.5,12.5,12.327591,0.00088,0.0,,12.6,,9393.0,,12.5,12.35,0.011000000000000001,12.5,,9393.0,,,,,1399852800.0,0.66995,,,12.5,2.0,NOK,5444.0,,,,85995240.0,,,8713.0,,12.5,12.55,,94600.0,5444.0,22.0,,,,6.66,12.3,False,,280300.0,12.6,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.88075995,,-0.3386243,,,,6852210.0,,,2.096,,,,1577750400.0,0.28467,,-0.152,3.0,0.16381514,5.9875956,0.42780998,1640908800.0,1593475200.0,,,4270640.0,85652624.0,,,,,1399852800.0,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,,,
EIOF,Eidesvik Offshore,Energy,2.48,2.48,2.5,18,,154.13,0.0783,0.069,-0.1448,-0.5267000000000001,-0.5539999999999999,5443,Energy,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1.0,Vestvikveien 1,Oil & Gas Equipment & Services,,2.3,2.32,3.2721899,,0.0,,2.54,,46877.0,,2.3,2.7735293,,2.32,,46877.0,,,,,1400198400.0,0.932266,,,2.32,4.0,NOK,14015.0,,,,154132000.0,,,18871.0,0.26579523,2.32,2.5,,182600.0,14015.0,6.12,-0.5414846999999999,,,2.1,2.48,False,,1000000.0,2.54,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.443,,-1.17882,14.695,-0.60884356,,-4.58,,62150000.0,,,10.379000000000001,,,,1577750400.0,0.05849,-683587008.0,-11.002,1.0,0.16381514,0.23894402,0.7988,1640908800.0,1593475200.0,,,11241070.0,1996736000.0,,,,,1400198400.0,,-0.156,,,,,,,,https://logo.clearbit.com/eidesvik.no,514.0,,,,,,,
EMGS,Electromagnetic Geoservices,Energy,0.6,0.6,0.6,21,,78.45,-0.0212,-0.0017,0.049,-0.7134,-0.7290000000000001,7041,Energy,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1.0,Stiklestadveien 1,Oil & Gas Equipment & Services,,0.612,0.609,0.6783358,,0.0,,0.609,,142307.0,,0.612,0.5981765,,0.609,,142307.0,,,,,,2.30665,,,0.581,4.0,NOK,84594.0,,,,78451024.0,,,175747.0,0.9768768,0.581,0.59,,317943000.0,84594.0,2.85,-7.4874997,,,0.5,0.5870000000000001,False,,66256000.0,0.609,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.4380000000000002,,0.08489,3.5010000000000003,-0.71909094,,-0.08,,130970000.0,,,-0.002,,,,1577750400.0,0.013819999999999999,6817000.0,0.047,,0.16381514,,0.59531,1640908800.0,1593475200.0,,,54838319.0,115464448.0,,1467331200.0,1:40,,,,,,,,,,,,https://logo.clearbit.com/emgs.com,131.0,,12.74468,,,,,
ELE,Element,Materials,4.37,4.22,4.37,27,,82.59,0.0046,0.053,0.0092,-0.2098,-0.17550000000000002,0250,Basic Materials,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,Other Industrial Metals & Mining,,4.35,4.5,4.580591,,0.0,,4.5,,181241.0,,4.35,4.514558999999999,,4.5,,181241.0,,,,,,3.429187,,,4.2,4.0,NOK,21410.0,,,,82591248.0,,,200295.0,529.4311,4.2,4.365,,0.0,21410.0,9.5,,,,2.498,4.215,False,,0.0,4.5,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELE.OL,finmb_22929109,no_market,,566.974,,0.0,-35.111999999999995,-0.09344059,,,,18899600.0,,,0.304,,,,1577750400.0,0.00629,-5436000.0,-0.444,,0.16381514,14.375,0.28688,1640908800.0,1593475200.0,,,11370510.0,88448000.0,,1556150400.0,1:20,,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,2.0,,,,,,,
ELK,Elkem,Materials,22.88,22.88,22.92,1647,,13300.38,0.066,0.1635,0.2257,-0.0429,0.1307,0277,Basic Materials,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,Specialty Chemicals,,21.5,22.1,17.968904000000002,0.027906979,0.75949997,,23.1,,578286.0,,21.5,18.768824,0.6,22.1,,578286.0,,,,0.6,1589155200.0,2.101515,,,22.1,2.0,NOK,1312010.0,,,,13300372480.0,,,623172.0,0.5975010000000001,22.1,22.92,,0.0,1312010.0,26.4,5.2,,,10.92,22.88,False,0.0294,0.0,23.1,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELK.OL,finmb_731504,no_market,,0.951,,0.020659999999999998,9.277999999999999,-0.06581348,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,0.6,0.16381514,1.0522443000000001,0.58916,1640908800.0,1593475200.0,,,238610457.0,21162172416.0,,,,,1589155200.0,,,,,,,,,,https://logo.clearbit.com/elkem.com,6370.0,47 22 45 01 55,28.962023,,,,,
ELOP-ME,ELOP,Information technology,8.45,8.44,8.45,90,,594.06,0.0458,0.1885,0.644,,,2316,Technology,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,47 41 64 13 00,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,Scientific & Technical Instruments,,8.08,8.0,5.768875,,0.0,,8.5,,552538.0,,8.08,6.1440296,,8.0,,552538.0,,,,,,,,,8.0,2.0,NOK,141748.0,,,,594059456.0,,,449941.0,,8.0,8.45,,,141748.0,9.22,,,,4.82,8.44,False,,,8.5,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,0.5597029,,,,70302896.0,,,,,,,,,,,,0.16381514,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,,,
ENDUR,Endúr,Industrials,1.48,1.45,1.48,175,LP,417.56,0.0612,0.0536,0.2241,0.2925,-0.0705,5160,Industrials,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,Conglomerates,LaksevAg,1.39,1.4,1.1374379,,0.0,,1.51,,1563452.0,,1.39,1.3455882,,1.4,,1563452.0,,,,,,,,,1.365,4.0,NOK,1338411.0,,,,417559232.0,,,1759087.0,0.83650875,1.365,1.47,,0.0,1338411.0,3.2,,,,0.532,1.445,False,,0.0,1.51,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.9209999999999999,,-0.041389998,-27.932,-0.09240925,,,,283091008.0,,,0.508,,,,1577750400.0,0.17669001,-26863000.0,-0.113,,0.16381514,2.9035432,0.70949996,1640908800.0,1593475200.0,,,153763717.0,459733152.0,,,,,,,,,,,,,,,https://logo.clearbit.com/endur.no,176.0,,,,,,,
