ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
HELG,8622,Financial Services,148,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,83,81,75.641304,0.064457834,0,,81,,7548,,83,78.70588,5.35,81,,7548,,,,2.7,1588636800,0.688153,,,81,2,NOK,1038,,,,1689749120,,,6231,2.3242767,81,82,,203100,1038,90,7.8488374,,3.83,60,81,False,0.0325,67000,81,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,17.262,,0.45391998,,0.031055927,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,244000000,11.696,,,0.47225913,0.56207,1640908800,1593475200,,,11769198,12549470208,,1270512000,2:1,,,1.106,,,,,,,,https://logo.clearbit.com/hsb.no,,6.9254446,47 75 12 82 02,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
HYARD,6090,Industrials,693,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,47 70 08 45 50,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,1.95,2.05,2.253116,0.23076922,0,,2.05,,33840,,1.95,2.1286764,0.45,2.05,,33840,,,,,1425254400,0.407084,,,1.955,4,NOK,8000,,,,48339332,,,33173,0.016567934,1.955,2.05,,100000,8000,7.08,,,,1.3,1.96,False,,299000,2.05,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.305,,-0.07383,-5.274,-0.705438,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,,0.29385242,0.73204005,1609372800,1561852800,,,8351698,889112704,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,Holmefjordvegen 1,,,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
HUNT,0287,Energy,3,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,47 95 77 29 47,Norway,[],http://www.huntergroup.no,1,Dronningen 1,Oil & Gas Equipment & Services,3.275,3.25,3.6758332,,0,,3.32,,786314,,3.275,3.2416177,,3.25,,786314,,,,,,-0.04065,,,3.25,4,NOK,411662,,,,1904448128,,,1730756,57.497982,3.25,3.31,,0,411662,6.05,331,,,3,3.305,False,,0,3.32,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,62.866,,0.82691,80.941,-0.033923328,,0.01,,575361984,,,0.388,,,,1577750400,0.15904,27389000,0.046,,,8.530928,0.45485002,1640908800,1585612800,,,291150439,2082258560,,1512691200,1:10,,,34.55,,,,,,,,https://logo.clearbit.com/huntergroup.no,,71.95652,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2,
HBC,6005,Healthcare,51,"Hofseth BioCare ASA, a biotech company, offers value added biomarine ingredients and finished products for the human nutrition, and pet and feed markets in Norway. Its products include OmeGo salmon oil; ProGo, a salmon protein hydrolysate powder used as a fast absorbing protein supplement; and CalGo, a marine calcium powder produced from salmon bones that enhances bone density and bone deposition in older individuals. The company has a research agreement with Stanford University School of Medicine to investigate the gastro-intestinal-protective properties of HBC's salmon protein hydrolysate peptides in children and adults with GI tract disorders. The company was founded in 2000 and is headquartered in Ãlesund, Norway.",Ãlesund,47 73 10 22 00,Norway,[],http://www.hofsethbiocare.no,1,Havnegata 11,Biotechnology,8.8,8.8,8.302319,,0,,9,,20216,,8.8,8.86,,8.8,,20216,,,,,,0.779326,,,8.8,2,NOK,3200,,,,2895807232,,,85844,40.43294,8.8,8.8,,,3200,10.95,,,,3.76,8.7,False,,,9,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,41.082,,-1.20715,-48.724,,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,,23.466667,0.52830005,1640908800,1585612800,,,140919308,2942323200,,,,,,,,,,,,,,https://logo.clearbit.com/hofsethbiocare.no,,,,,,,6bd38704-57b8-3fb3-9c4b-d15b5b6fff8e,
INSR,0667,Financial Services,,"Insr Insurance Group ASA, a non-life insurance company, focuses on property and casualty insurance for the retail, and small and medium sized enterprises in Norway. It serves customers through insurance agents and partners. The company was formerly known as Vardia Insurance Group ASA and changed its name to Insr Insurance Group ASA in October 2016. Insr Insurance Group ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 91 34 15,Norway,[],http://www.insr.io,1,ÃstensjÃ¸veien 43,Insurance—Property & Casualty,0.94,0.98,3.8827536,,0,,1,,2989359,,0.94,2.412353,,0.98,,2989359,,,,,,0.467479,,,0.592,4,NOK,7104479,,,,93345216,,,494255,0.12068229,0.592,0.63,,0,7104479,9.1,0.95454544,,,0.592,0.63,False,,0,1,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.889,,-0.06197,,-0.8878282,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.25403225,0.05116,1640908800,1585612800,,,125527082,-687948992,,1476835200,1:10,,,,,,,,,,,https://logo.clearbit.com/insr.io,,,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0,
IFISH-ME,170,Consumer Defensive,37,"Ice Fish Farm AS operates as a fish farm in Iceland. The company engages in the farming, processing, and distribution of salmon fishes; and harvesting, processing, and packaging of line caught cod and haddock fishes. In addition, it operates smolt stations. The company sells its products through distributors, as well as retailers, suppliers, and supermarkets. It also exports its products. The company was incorporated in 2020 and is based in Seltjarnarnes, Iceland. Ice Fish Farm AS is a subsidiary of NTS ASA.",Seltjarnarnes,354 896 0426,Iceland,[],http://www.icefishfarm.is,1,Nesbala 122,Farm Products,33.525,33.995,34.674896,,0,,34.99,,10081,,33.525,34.42353,,33.995,,10081,,,,,,,,,33.505,2,NOK,4294,,,,1835729920,,,24510,55.100513,33.505,34.8,,,4294,42.735,,,,32.1,33.995,False,,,34.99,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,54.339,,0.024500001,486.05,Infinity,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,72.950645,,1640908800,,,,9491040,1810349952,,,,,,,,,,,,,,https://logo.clearbit.com/icefishfarm.is,,2266.3333,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f,
ICE,0484,Communication Services,229,"Ice Group ASA provides telecommunications services in Norway, Sweden, and Denmark. The company offers wireless data, voice, messaging, mobile broadband, telephony, and other related services. It provides its services primarily under the ice and Net1 brands. The company was formerly known as AINMT AS and changed its name to Ice Group ASA in August 2017. Ice Group AS was founded in 2015 and is based in Oslo, Norway.",Oslo,47 21 00 00 00,Norway,[],http://www.icegroup.com,1,Nydalsveien 18B,Telecom Services,15.4,15.8,15.572464,,0,,15.8,,40813,,15.4,14.779411,,15.8,,40813,,,,,,0.141695,,,15.6,2,NOK,15293,,,,3146426368,,,29092,1.6227057,15.6,15.7,,,15293,24.9,,,,12.5,15.4,False,,,15.8,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.529,,-0.65859,-45.743,-0.3714286,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,,,0.87522006,1640908800,1585612800,,,33018461,8782615552,,,,,,,,,,,,,,https://logo.clearbit.com/icegroup.com,,,,,,,76879d77-1bde-3635-83bd-241b93e2cfc7,
IDEX,0191,Technology,99,"IDEX Biometrics ASA engages in the design, development, and sale of fingerprint identification and authentication solutions in Europe, the Middle East, Africa, the Americas, and Asia. The company offers IDEX Biometrics for the biometrics smart card market, including biometric fingerprint sensors for use in dual interface, contactless only, and contact only smart cards; biometric fingerprint modules for contact based smart cards; and on-card enrollment solutions for remote in-person enrollment. It primarily serves biometric payment card market, as well as offers its products and solutions for other markets, including access control, identification, healthcare, and the Internet of Things. The company was formerly known as Idex ASA and changed its name to IDEX Biometrics ASA in May 2019. IDEX Biometrics ASA was founded in 1996 and is headquartered in Oslo, Norway.",Oslo,47 67 83 91 19,Norway,[],http://www.idexbiometrics.com,1,Dronning Eufemias gate 16,Software—Application,1.6,1.702,1.290855,,0,,1.78,,3327715,,1.6,1.4992353,,1.702,,3327715,,,,,,2.815331,,,1.68,4,NOK,3475714,,,,1327709824,,,4993450,3068.8135,1.68,1.696,,5500,3475714,2.53,-6.274074,,,0.2905,1.694,False,,123000,1.78,OSL,IDEX BIOMETRICS,IDEX Biometrics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IDEX.OL,finmb_20344818,no_market,,2890.571,,0,-48.834,0.076716065,,-0.27,,783772032,,,0.019,,,,1577750400,0.3387,-26832436,-0.04,,,89.1579,0.30587,1640908800,1593475200,,,532126688,1250594048,,1268179200,1:3,,,,,,,,,,,https://logo.clearbit.com/idexbiometrics.com,,,,,,,b18310f5-8716-396e-afd5-d9b05fd70b6c,
INFRNT,0250,Technology,525,"Infront ASA provides market data and trading solutions for financial professionals primarily in Europe. The company operates Infront Solutions and Terminal; Vwd Group; and News and Other segments. Its Infront terminal products, which offer real-time market data, trading, news, and analytics for financial market participants. The company also provides data and feed, portfolio management and advisory, and regulatory compliance, as well as publication and distribution solutions. Infront ASA was founded in 1998 and is headquartered in Oslo, Norway.",Oslo,47 23 31 00 30,Norway,[],http://www.infrontfinance.com,1,Munkedamsveien 45,Software—Application,22,22.5,19.988768,0.020454545,0,,22.5,,14151,,22,20.92794,0.45,22.5,,14151,,,,,1557705600,0.755644,,,21.6,2,NOK,13746,,,,955358784,,,12208,,21.6,22.5,,0,13746,27.8,19.469027,,,14,21.8,False,,0,22.5,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14046,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.8903623,0.33511,1640908800,1585612800,,,28877450,955358592,,,,,,,,,,,,,,https://logo.clearbit.com/infrontfinance.com,,34.591198,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850,
HLNG,HM 12,Energy,175,"HÃ¶egh LNG Holdings Ltd., together with its subsidiaries, provides floating energy solutions worldwide. The company operates through four segments: HMLP, Operations, Business Development, and Project Execution. It owns and operates floating LNG import terminals, floating storage and regasification units (FSRUs), and LNG carriers (LNGCs). The company also acquires FSRUs, LNGCs, and other LNG infrastructure assets under long-term charters. As of December 31, 2019, it operated a fleet of two LNG transportation vessels, and ten floating storage and regasification units. The company is also involved in the commercial management and bareboat hiring; and business development and project execution activities. In addition, it owns ships. The company is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.hoeghlng.com,1,Canonâs Court,Oil & Gas Midstream,11.5,11.58,13.471811,0.008695653,,,11.78,,47037,,11.5,11.487059,0.1,11.58,,47037,,,,,1583366400,1.495934,,,11.2,2,NOK,28069,,,,893665216,,,186355,2.6394196,11.2,11.74,,246100,28069,38.8,26.044445,,4.02,8.12,11.64,False,,28200,11.78,OSL,HOEGH LNG HOLDINGS,Höegh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.56,,-0.108789995,15.691,-0.6509863,,0.45,,76251296,,,4.049,,,,1577750400,0.30419,-36836000,-0.478,,,2.894542,0.49327,1640908800,1585612800,,,35912672,2898255360,,,,,,,,,,,,,,https://logo.clearbit.com/hoeghlng.com,22 Victoria Street,,,,,,4f4b7614-8784-3a33-89c1-234ba734a35b,
GSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSL,GRIEG SEAFOOD,Grieg Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GSF.OL,finmb_34033896,no_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'elapsedTime': 108, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found', 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/GSF.OL?formatted=true&crumb=g1e4F2cV36Y&lang=en-US&region=US&modules=price%2CsummaryDetail%2CpageViews%2CfinancialsTemplate&ssl=true', 'headers': {'referrer-policy': 'no-referrer-when-downgrade', 'x-xss-protection': '1; mode=block', 'server': 'ATS', 'content-encoding': 'gzip', 'x-frame-options': 'SAMEORIGIN', 'via': 'http/1.1 media-router-omega114.prod.media.ne1.yahoo.com (ApacheTrafficServer [cMsSfW]), http/1.1 media-router-api7024.prod.media.ir2.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'date': 'Mon, 17 Aug 2020 11:00:33 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'x-content-type-options': 'nosniff', 'expires': '-1', 'content-length': '124', 'x-yahoo-request-id': '519ivk5fjkoqh', 'connection': 'keep-alive', 'age': '0'}, 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""Quote not found for ticker symbol: GSF.OL""}}}', 'responseXML': None}"
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,47 22 12 00 12,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,1.575,1.52,1.5740579,24.126984,0,,1.595,,75169,,1.575,1.5955882,38,1.52,,75169,,,,,1476748800,1.725149,,,1.52,4,NOK,5776,,,,139358640,,,218929,16.092222,1.52,1.595,,0,5776,4.33748,,,,0.777755,1.55,False,,0,1.595,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.77,,0,-1.384,-0.14387745,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,,,0.84906995,1640908800,1577750400,,,12460309,23991910,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,,,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
INDUCT-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPK-ME,N1 7GU,Energy,,"J.P. Kenny Petroleum Limited operates as an oil and gas exploration and production company in South America. It primarily focuses on acquiring oil and gas development and/or production assets with exploration upside in Colombia. The company is based in London, the United Kingdom.",London,44 4741 608 667,United Kingdom,[],http://www.jpkpetroleum.com,1,20-22 Wenlock Road,Oil & Gas E&P,6.1,6.1,6.0905795,,0,,6.1,,0,,6.1,6.1,,6.1,,0,,,,,,-0.022317,,,6.1,2,NOK,0,,,,70544672,,,0,352.72336,6.1,0,,,0,6.1,,,,6,0,False,,,6.1,OSL,J.P. KENNY PETROLE,J.P. Kenny Petroleum Limited,Europe/Oslo,CEST,False,7200000,EQUITY,JPK-ME.OL,finmb_537791671,no_market,,355.387,,-2.75132,,,,,,11563700,,,-0.193,,,,1577750400,,-550263,-0.048,,,,,1640908800,1577750400,,,2182727,71077432,,,,,,,,,,,,,,https://logo.clearbit.com/jpkpetroleum.com,,,,,,,02aa7eef-b129-3983-accc-fef340dc5837,
ITE,0422,Technology,527,"Itera ASA, together with its subsidiaries, designs, develops, and operates digital solutions for companies and organizations in Norway, Sweden, Denmark, Slovakia, and Ukraine. It delivers projects and services in the consulting and strategy, design and development, and operations and management areas. The company also provides strategic advisory, design and development, and managed cloud services, as well as hosting and operations, and infrastructure services. It primarily serves clients in insurance, banking and finance, high tech, energy, media, and public sectors. Itera ASA was founded in 1989 and is headquartered in Oslo, Norway.",Oslo,47 23 00 76 50,Norway,[],http://www.itera.no,1,Nydalsveien 28,Information Technology Services,14.25,13.8,10.697754,0.014035088,0.9322,,14.15,,69908,,14.25,11.969118,0.2,13.8,,69908,,,,0.2,1590451200,0.692799,,,13.8,2,NOK,905,,,,1144986880,,,23183,1.9761153,13.8,14.15,,3700000,905,14.35,28.3,,,7.04,14.1,False,0.0139999995,200000,14.15,OSL,ITERA ASA,Itera ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ITE.OL,finmb_884092,no_market,,2.006,,0.08371,15.267,0.875,,0.5,,80917800,,,0.813,,,,1577750400,0.029579999,48504000,0.59,,,17.404673,0.64986,1640908800,1585612800,,,10399171,1162234880,,953251200,7:1,,,0.708,,,,,,,,https://logo.clearbit.com/itera.no,PO Box 4814 Nydalen,23.983051,,,,,9cfa81e6-8224-3dfd-959e-3ebf8ad706fc,
