ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
CRAYON,0484,Technology,1653,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. The company has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company has a strategic collaboration agreement with Amazon Web Services. Crayon Group Holding ASA is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com/nb-NO,1,Sandakerveien 114A,Information Technology Services,,108.2,109.2,66.38897,,0,,115.2,,289409,,108.2,93.38529,,109.2,,289409,,,,,,1.519811,,,108.4,2,NOK,221909,,,,9155457024,,,212831,0.53744894,108.4,112.6,,0,221909,115.2,105.420555,,,29.8,112.2,False,,0,115.2,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.444,,0.00024000001,39.349,1.7282052,,1.07,,81165400,,,12.492,,,,1577750400,0.21603,4026000,0.051,,0.106000066,9.029779,0.60696,1640908800,1593475200,,,36282713,7569250816,,,,,,1.309,,,,,,,,https://logo.clearbit.com/crayon.com,,2211.765,,,,,
BRA-ME,5014,Financial Services,51,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1,Starvhusgaten 4,Banks—Regional,,0.54,0.54,0.39149264,,0,,0.54,,86733,,0.54,0.48455882,,0.54,,86733,,,,,,1.332688,,,0.462,4,NOK,1371821,,,,334777024,,,509699,6.3421555,0.462,0.52,,,1371821,2.26,,,,0.262,0.496,False,,,0.54,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,6.312,,-1.80192,,-0.5625,,,,625918976,,,1.306,,,,1577750400,,-95116000,-0.152,,0.106000066,0.3981623,,1640908800,1593475200,,,320670596,333178464,,1583884800,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,,
DOF,5392,Energy,3134,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.dof.no,1,Alfabygget,Oil & Gas Equipment & Services,,0.515,0.545,0.66396326,,0,,0.548,,445560,,0.515,0.57679415,,0.545,,445560,,,,,1242432000,1.903012,,,0.51,4,NOK,432720,,,,161631440,,,636912,0.024721848,0.51,0.539,,4700000,432720,2.8,0.6235294,,,0.5,0.53,False,,1357000,0.548,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DOF.OL,finmb_884333,no_market,,2.824,,-1.0703601,9.428,-0.5839637,,0.85,,307763008,,,-2.801,,,,1577750400,0.04079,-6998000128,-22.151,,0.106000066,,0.57965,1640908800,1593475200,,,106021200,18460266496,,1527206400,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,47 56 18 10 06,,,,,,
EIOF,5443,Energy,514,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1,Vestvikveien 1,Oil & Gas Equipment & Services,,2.6,2.8,3.4055882,,0,,2.8,,8351,,2.6,3.0205882,,2.8,,8351,,,,,1400198400,0.707228,,,2.78,4,NOK,28629,,,,172776992,,,14829,0.29794788,2.78,2.8,,182600,28629,6.12,-0.6069869,,,2.4,2.78,False,,1000000,2.8,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.475,,-1.17882,14.832,-0.47794122,,-4.58,,62150000,,,10.379,,,,1577750400,0.05849,-683587008,-11.002,,0.106000066,0.26784855,0.7988,1640908800,1593475200,,,11241070,2015380992,,,,,,-0.156,,,,,,,,https://logo.clearbit.com/eidesvik.no,,,,,,,
ELK,0277,Basic Materials,6370,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,Specialty Chemicals,,19.1,19.1,17.487427,0.031413615,0.75949997,,19.78,,625003,,19.1,18.187647,0.6,19.1,,625003,,,,0.6,1589155200,2.172955,,,19.1,2,NOK,742286,,,,11242535936,,,628675,0.5050555,19.1,19.39,,0,742286,26.4,4.3954544,,,10.92,19.37,False,0.031400003,0,19.78,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.888,,0.02066,8.666,-0.17944402,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.106000066,0.8894408,0.58916,1640908800,1593475200,,,238610457,19767027712,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 55,24.481012,,,,,
ELE,0250,Basic Materials,2,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,Other Industrial Metals & Mining,,4.7,4.8,4.4906616,,0,,4.985,,186209,,4.7,4.9032354,,4.8,,186209,,,,,,3.424096,,,4.605,4,NOK,41400,,,,89206112,,,339943,571.83405,4.605,4.715,,0,41400,9.5,,,,2.498,4.675,False,,0,4.985,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,562.994,,0,-34.866,0.6296296,,,,18899600,,,0.304,,,,1577750400,0.00629,-5436000,-0.444,,0.106000066,15.526316,0.28688,1640908800,1593475200,,,11370510,87827000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,14 Par-la-Ville Road PO Box HM 1593,62.5,61.95,78.8219,0.0272,0.5021,,62.8,,598488,,62.5,71.34706,1.7,61.95,,598488,,,,18.13,1599696000,0.310402,,,61.75,2,NOK,488736,,,,11898917888,,,571468,8.988095,61.75,62.05,,173100,488736,123,144.4186,,,55,61.95,False,0.2901,75700,62.8,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,10.872,,0.35037997,21.138,-0.1654275,,0.43,,197692000,,,8.425,,,,1577750400,0.29650998,463852000,2.406,,0.106000066,7.3709197,0.50473,1640908800,1593475200,,,98284714,14393119744,,1454544000,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,25.810474,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,,89.3,89.4,78.14412,0.033594623,0.71089995,,91.4,,141177,,89.3,89.411766,3,89.4,,141177,,,,3,1587600000,0.263701,,,88.6,2,NOK,117593,,,,9146960896,,,183665,1.7831097,88.6,89.4,,0,117593,108.4,,,,46.1,89,False,0.0324,0,91.4,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.755,,0.08692,14.337,0.7410207,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.106000066,9.800483,0.3204,1640908800,1593475200,,,85445893,9000842240,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,21.174799,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,"No.22-89, The Central",15,15,14.194853,,0,,15,,0,,15,15.597059,,15,,0,,,,,,0.286144,,,15,2,NOK,280,,,,1630979968,,,280,8.765212,15,0,,,280,19,500,,,13.4,14.7,False,,,15,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.292,,0.01594,39.689,-0.068323016,,0.03,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.106000066,5.4269176,0.83456004,1640908800,1593475200,,,17242550,1915000064,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,535.7143,,,,,
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.exact-tx.com,1,Ullernchausseen 64,Biotechnology,,37,37,35.648895,,0,,37,,4068,,37,35.28103,,37,,4068,,,,,,,,,37,2,NOK,400,,,,1045594112,,,8286,140.76486,37,36.5,,,400,53.592,,,,26,36,False,,,37,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,131.12,,-2.01696,-62.053,0.0996418,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.106000066,26.353275,,1640908800,,,,29885039,973951872,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. Gaming Innovation Group Inc. has a strategic partnership with Betgenius Limited to create a sportsbook and platform solution for operators in regulated markets worldwide. The company was founded in 2012 and is headquartered in St Julians, Malta.",St. Julian's,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,Golden Mile Business Centre Triq Id-Dragunara,7.8,7.75,5.6922793,,0,,7.9,,99953,,7.8,7.55,,7.75,,99953,,,,,,0.812048,,,7.69,2,NOK,32430,,,,696028544,,,181233,,7.69,7.88,,86600,32430,9.7,78.8,,,2.05,7.75,False,,1568100,7.9,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.07999998,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.106000066,5.8154984,0.53973,1640908800,1593475200,,,37505344,720044992,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,,,,,,
EAM,0287,Utilities,,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1,Dronningen 1,Utilities—Renewable,,12.45,12.45,12.030073,0.00088353414,0,,12.45,,4148,,12.45,12.525,0.011,12.45,,4148,,,,,1399852800,0.693373,,,12,2,NOK,718,,,,84282184,,,9600,,12,12.15,,94600,718,22,,,,6.66,12,False,,280300,12.45,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.88075995,,-0.26153845,,,,6852210,,,2.096,,,,1577750400,0.28467,,-0.152,,0.106000066,5.868321,0.42780998,1640908800,1593475200,,,3730069,84624792,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,,5.8,5.85,5.773382,0.08620689,0,,5.85,,14816,,5.8,5.997059,0.5,5.85,,14816,,,,,1428624000,0.800602,,,5.7,2,NOK,2240,,,,490385216,,,5947,2.364396,5.7,6.1,,110000,2240,11.5,,,,4.5,5.7,False,,100000,5.85,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.337,,-1.91897,20.723,-0.375,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,,0.106000066,0.32560262,0.92489,1640908800,1593475200,,,8124910,1521672704,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,,
